Code,Food name in English,Scientific name,eligibility_status,eligibility_reason,eligibility_rule_id,eligibility_source
04_031,"Cowpea, leaves, dried",Vigna unguiculata,eligible,No exclusion or review rule matched.,,Default project rule
04_010,"Cowpea, leaves, fresh, raw",Vigna unguiculata,eligible,No exclusion or review rule matched.,,Default project rule
04_098,"Cowpea, leaves, fresh, boiled* (as part of a recipe)",Vigna unguiculata,eligible,No exclusion or review rule matched.,,Default project rule
04_030,"Cowpea, leaves, fresh, boiled* (without salt), drained",Vigna unguiculata,eligible,No exclusion or review rule matched.,,Default project rule
04_032,"Cucumber, unpeeled, raw",Cucumis sativus,eligible,No exclusion or review rule matched.,,Default project rule
04_012,"Eggplant, fruit, raw",Solanum melongena,eligible,No exclusion or review rule matched.,,Default project rule
04_102,"Eggplant, fruit, boiled* (as part of a recipe)",Solanum melongena,eligible,No exclusion or review rule matched.,,Default project rule
04_034,"Eggplant, fruit, boiled* (without salt), drained",Solanum melongena,eligible,No exclusion or review rule matched.,,Default project rule
04_013,"Eggplant, leaves, fresh, raw",Solanum melongena,eligible,No exclusion or review rule matched.,,Default project rule
04_105,"Eggplant, leaves, fresh, boiled* (as part of a recipe)",Solanum melongena,eligible,No exclusion or review rule matched.,,Default project rule
04_035,"Eggplant, leaves, fresh, boiled* (without salt), drained",Solanum melongena,eligible,No exclusion or review rule matched.,,Default project rule
04_014,"False sesame, leaves, dried",Ceratotheca sesamoides,eligible,No exclusion or review rule matched.,,Default project rule
04_036,"False sesame, leaves, fresh, raw",Ceratotheca sesamoides,eligible,No exclusion or review rule matched.,,Default project rule
04_106,"False sesame, leaves, fresh, boiled* (as part of a recipe)",Ceratotheca sesamoides,eligible,No exclusion or review rule matched.,,Default project rule
04_037,"False sesame, leaves, fresh, boiled* (without salt), drained",Ceratotheca sesamoides,eligible,No exclusion or review rule matched.,,Default project rule
04_015,"Garlic, flesh, raw",Allium sativum,eligible,No exclusion or review rule matched.,,Default project rule
04_082,"Ginger, root, raw",Zingiber officinale,eligible,No exclusion or review rule matched.,,Default project rule
04_131,"Green leafy vegetable, average, fresh, raw",Brassica nigra,eligible,No exclusion or review rule matched.,,Default project rule
04_133,"Green leafy vegetable, average, fresh, boiled* (as part of a recipe)",Brassica nigra,eligible,No exclusion or review rule matched.,,Default project rule
04_132,"Green leafy vegetable, average, fresh, boiled* (without salt), drained",Brassica nigra,eligible,No exclusion or review rule matched.,,Default project rule
04_073,"Hibiscus cannabinus, leaves, fresh, raw",Hibiscus cannabinus,eligible,No exclusion or review rule matched.,,Default project rule
04_100,"Hibiscus cannabinus, leaves, fresh, boiled* (as part of a recipe)",Hibiscus cannabinus,eligible,No exclusion or review rule matched.,,Default project rule
04_099,"Hibiscus cannabinus, leaves, fresh, boiled* (without salt), drained",Hibiscus cannabinus,eligible,No exclusion or review rule matched.,,Default project rule
04_016,"Hibiscus, leaves, fresh, raw",Hibiscus sabdariffa,eligible,No exclusion or review rule matched.,,Default project rule
04_117,"Hibiscus, leaves, fresh, boiled* (as part of a recipe)",Hibiscus sabdariffa,eligible,No exclusion or review rule matched.,,Default project rule
04_056,"Hibiscus, leaves, fresh, boiled* (without salt), drained",Hibiscus sabdariffa,eligible,No exclusion or review rule matched.,,Default project rule
04_075,"Jute mallow (bush-okra), leaves, dried",Corchorus spp.,eligible,No exclusion or review rule matched.,,Default project rule
04_038,"Jute mallow (bush-okra), leaves, fresh, raw",Corchorus spp.,eligible,No exclusion or review rule matched.,,Default project rule
04_107,"Jute mallow (bush-okra), leaves, fresh, boiled* (as part of a recipe)",Corchorus spp.,eligible,No exclusion or review rule matched.,,Default project rule
04_039,"Jute mallow (bush-okra), leaves, fresh, boiled* (without salt), drained",Corchorus spp.,eligible,No exclusion or review rule matched.,,Default project rule
04_040,"Lettuce, raw",Lactuca sativa,eligible,No exclusion or review rule matched.,,Default project rule
04_076,"Maize, seeds, fresh, raw",Zea mays,eligible,No exclusion or review rule matched.,,Default project rule
04_109,"Maize, seeds, fresh, boiled* (as part of a recipe)",Zea mays,eligible,No exclusion or review rule matched.,,Default project rule
04_108,"Maize, seeds, fresh, boiled* (without salt), drained",Zea mays,eligible,No exclusion or review rule matched.,,Default project rule
04_085,"Mint, leaves, raw",Mentha spp.,eligible,No exclusion or review rule matched.,,Default project rule
04_011,"Moringa (drumstick), leaves, fresh, raw",Moringa oleifera,eligible,No exclusion or review rule matched.,,Default project rule
04_101,"Moringa (drumstick), leaves, fresh, boiled* (as part of a recipe)",Moringa oleifera,eligible,No exclusion or review rule matched.,,Default project rule
04_033,"Moringa (drumstick), leaves, fresh, boiled* (without salt), drained",Moringa oleifera,eligible,No exclusion or review rule matched.,,Default project rule
04_074,"Native eggplant, fruit, raw",Solanum macrocarpon,eligible,No exclusion or review rule matched.,,Default project rule
04_104,"Native eggplant, fruit, boiled* (as part of a recipe)",Solanum macrocarpon,eligible,No exclusion or review rule matched.,,Default project rule
04_103,"Native eggplant, fruit, boiled* (without salt), drained",Solanum macrocarpon,eligible,No exclusion or review rule matched.,,Default project rule
04_004,"Okra, leaves, fresh, raw",Abelmoschus esculentus,eligible,No exclusion or review rule matched.,,Default project rule
04_110,"Okra, leaves, fresh, boiled* (as part of a recipe)",Abelmoschus esculentus,eligible,No exclusion or review rule matched.,,Default project rule
04_041,"Okra, leaves, fresh, boiled* (without salt), drained",Abelmoschus esculentus,eligible,No exclusion or review rule matched.,,Default project rule
04_077,"Okra, fruit, dried",Abelmoschus esculentus,eligible,No exclusion or review rule matched.,,Default project rule
04_017,"Okra, fruit, fresh, raw",Abelmoschus esculentus,eligible,No exclusion or review rule matched.,,Default project rule
04_111,"Okra, fruit, fresh, boiled* (as part of a recipe)",Abelmoschus esculentus,eligible,No exclusion or review rule matched.,,Default project rule
04_042,"Okra, fruit, fresh, boiled* (without salt), drained",Abelmoschus esculentus,eligible,No exclusion or review rule matched.,,Default project rule
04_044,"Onion, dried",Allium cepa,eligible,No exclusion or review rule matched.,,Default project rule
04_018,"Onion, fresh, raw",Allium cepa,eligible,No exclusion or review rule matched.,,Default project rule
04_112,"Onion, fresh, boiled* (as part of a recipe)",Allium cepa,eligible,No exclusion or review rule matched.,,Default project rule
04_043,"Onion, fresh, boiled* (without salt), drained",Allium cepa,eligible,No exclusion or review rule matched.,,Default project rule
04_045,"Parsley, fresh, raw",Petroselinum crispum,eligible,No exclusion or review rule matched.,,Default project rule
04_049,"Pepper, sweet, green, fresh, raw",Capsicum annuum,eligible,No exclusion or review rule matched.,,Default project rule
04_114,"Pepper, sweet, green, fresh, boiled* (as part of a recipe)",Capsicum annuum,eligible,No exclusion or review rule matched.,,Default project rule
04_050,"Pepper, sweet, green, fresh, boiled* (without salt), drained",Capsicum annuum,eligible,No exclusion or review rule matched.,,Default project rule
04_047,"Pepper, sweet, red, fresh, raw",Capsicum annuum,eligible,No exclusion or review rule matched.,,Default project rule
04_113,"Pepper, sweet, red, fresh, boiled* (as part of a recipe)",Capsicum annuum,eligible,No exclusion or review rule matched.,,Default project rule
04_048,"Pepper, sweet, red, fresh, boiled* (without salt), drained",Capsicum annuum,eligible,No exclusion or review rule matched.,,Default project rule
04_046,"Pepper, chilli, fresh, raw",Capsicum spp.,eligible,No exclusion or review rule matched.,,Default project rule
04_055,"Pumpkin, leaves, dried",Cucurbita pepo,eligible,No exclusion or review rule matched.,,Default project rule
04_053,"Pumpkin, leaves, fresh, raw",Cucurbita pepo/Curcurbita maxima,eligible,No exclusion or review rule matched.,,Default project rule
04_116,"Pumpkin, leaves, fresh, boiled* (as part of a recipe)",Cucurbita pepo/Curcurbita maxima,eligible,No exclusion or review rule matched.,,Default project rule
04_054,"Pumpkin, leaves, fresh, boiled* (without salt), drained",Cucurbita pepo/Curcurbita maxima,eligible,No exclusion or review rule matched.,,Default project rule
04_051,"Pumpkin, squash, light orange flesh, raw",Cucurbita pepo,eligible,No exclusion or review rule matched.,,Default project rule
04_115,"Pumpkin, squash, light orange flesh, boiled* (as part of a recipe)",Cucurbita pepo,eligible,No exclusion or review rule matched.,,Default project rule
04_052,"Pumpkin, squash, light orange flesh, boiled* (without salt), drained",Cucurbita pepo,eligible,No exclusion or review rule matched.,,Default project rule
04_071,"Sicklepod, leaves, dried",Senna tora/Senna obtusifolia,eligible,No exclusion or review rule matched.,,Default project rule
04_084,"Sicklepod, leaves, fresh, raw",Senna tora/Senna obtusifolia,eligible,No exclusion or review rule matched.,,Default project rule
04_094,"Sicklepod, leaves, fresh, boiled* (as part of a recipe)",Senna tora/Senna obtusifolia,eligible,No exclusion or review rule matched.,,Default project rule
04_093,"Sicklepod, leaves, fresh, boiled* (without salt), drained",Senna tora/Senna obtusifolia,eligible,No exclusion or review rule matched.,,Default project rule
04_072,"Spider plant, leaves, fresh, raw",Cleome gynandra,eligible,No exclusion or review rule matched.,,Default project rule
04_096,"Spider plant, leaves, fresh, boiled* (as part of a recipe)",Cleome gynandra,eligible,No exclusion or review rule matched.,,Default project rule
04_095,"Spider plant, leaves, fresh, boiled* (without salt), drained",Cleome gynandra,eligible,No exclusion or review rule matched.,,Default project rule
04_057,"Spinach, leaves, fresh, raw",Spinacia oleracea,eligible,No exclusion or review rule matched.,,Default project rule
04_118,"Spinach, leaves, fresh, boiled* (as part of a recipe)",Spinacia oleracea,eligible,No exclusion or review rule matched.,,Default project rule
04_058,"Spinach, leaves, fresh, boiled* (without salt), drained",Spinacia oleracea,eligible,No exclusion or review rule matched.,,Default project rule
04_059,"Sweet potato, leaves, fresh, raw",Ipomoea batatas,eligible,No exclusion or review rule matched.,,Default project rule
04_121,"Sweet potato, leaves, fresh, boiled* (as part of a recipe)",Ipomoea batatas,eligible,No exclusion or review rule matched.,,Default project rule
04_060,"Sweet potato, leaves, fresh, boiled* (without salt), drained",Ipomoea batatas,eligible,No exclusion or review rule matched.,,Default project rule
04_062,"Tamarind, leaves, dried",Tamarindus indica,eligible,No exclusion or review rule matched.,,Default project rule
04_019,"Tamarind, leaves, fresh, raw",Tamarindus indica,eligible,No exclusion or review rule matched.,,Default project rule
04_122,"Tamarind, leaves, fresh, boiled* (as part of a recipe)",Tamarindus indica,eligible,No exclusion or review rule matched.,,Default project rule
04_061,"Tamarind, leaves, fresh, boiled* (without salt), drained",Tamarindus indica,eligible,No exclusion or review rule matched.,,Default project rule
04_020,"Taro, leaves, fresh, raw",Colocasia esculenta,eligible,No exclusion or review rule matched.,,Default project rule
04_123,"Taro, leaves, fresh, boiled* (as part of a recipe)",Colocasia esculenta,eligible,No exclusion or review rule matched.,,Default project rule
04_063,"Taro, leaves, fresh, boiled* (without salt), drained",Colocasia esculenta,eligible,No exclusion or review rule matched.,,Default project rule
04_083,"Thyme, dried",Brassica nigra,eligible,No exclusion or review rule matched.,,Default project rule
04_065,"Tomato, canned, packed in juice",,eligible,No exclusion or review rule matched.,,Default project rule
04_066,"Tomato, paste, concentrated, without salt",,eligible,No exclusion or review rule matched.,,Default project rule
04_067,"Tomato, powder",,eligible,No exclusion or review rule matched.,,Default project rule
04_021,"Tomato, red, ripe, raw",Solanum lycopersicum,eligible,No exclusion or review rule matched.,,Default project rule
04_124,"Tomato, red, ripe, boiled* (as part of a recipe)",Solanum lycopersicum,eligible,No exclusion or review rule matched.,,Default project rule
04_064,"Tomato, red, ripe, boiled* (without salt), drained",Solanum lycopersicum,eligible,No exclusion or review rule matched.,,Default project rule
04_068,"Turnip, raw",Brassica rapa,eligible,No exclusion or review rule matched.,,Default project rule
04_125,"Turnip, boiled* (as part of a recipe)",Brassica rapa,eligible,No exclusion or review rule matched.,,Default project rule
04_069,"Turnip, boiled* (without salt), drained",Brassica rapa,eligible,No exclusion or review rule matched.,,Default project rule
04_022,"Vernonia, leaves, bitter, fresh, raw",Gymnanthemum amygdalinum,eligible,No exclusion or review rule matched.,,Default project rule
04_126,"Vernonia, leaves, bitter, fresh, boiled* (as part of a recipe)",Gymnanthemum amygdalinum,eligible,No exclusion or review rule matched.,,Default project rule
04_070,"Vernonia, leaves, bitter, fresh, boiled* (without salt), drained",Gymnanthemum amygdalinum,eligible,No exclusion or review rule matched.,,Default project rule
04_079,"Vernonia, leaves, sweet, fresh, raw",Baccharoides calvoana subsp. calvoana,eligible,No exclusion or review rule matched.,,Default project rule
04_128,"Vernonia, leaves, sweet, fresh, boiled* (as part of a recipe)",Baccharoides calvoana subsp. calvoana,eligible,No exclusion or review rule matched.,,Default project rule
04_127,"Vernonia, leaves, sweet, fresh, boiled* (without salt), drained",Baccharoides calvoana subsp. calvoana,eligible,No exclusion or review rule matched.,,Default project rule
04_078,"Waterleaf, leaves, fresh, raw",Talinum fruticosum,eligible,No exclusion or review rule matched.,,Default project rule
04_120,"Waterleaf, leaves, fresh, boiled* (as part of a recipe)",Talinum fruticosum,eligible,No exclusion or review rule matched.,,Default project rule
04_119,"Waterleaf, leaves, fresh, boiled* (without salt), drained",Talinum fruticosum,eligible,No exclusion or review rule matched.,,Default project rule
04_080,"Wild spinach, leaves, fresh, raw",Gnetum africanum,eligible,No exclusion or review rule matched.,,Default project rule
04_130,"Wild spinach, leaves, fresh, boiled* (as part of a recipe)",Gnetum africanum,eligible,No exclusion or review rule matched.,,Default project rule
04_129,"Wild spinach, leaves, fresh, boiled* (without salt), drained",Gnetum africanum,eligible,No exclusion or review rule matched.,,Default project rule
05_055,"African black plum/chocolate berry, ripe, raw",Vitex doniana,eligible,No exclusion or review rule matched.,,Default project rule
05_023,"African fan palm, fruit, raw",Borassus aethiopum,eligible,No exclusion or review rule matched.,,Default project rule
05_024,"African locust bean, flour from fruit",Parkia biglobosa,eligible,No exclusion or review rule matched.,,Default project rule
05_001,"African locust bean, fruit, raw",Parkia biglobosa,eligible,No exclusion or review rule matched.,,Default project rule
05_053,"African star apple, fruit, raw",Chrysophyllum albidum,eligible,No exclusion or review rule matched.,,Default project rule
05_025,"Akee, fruit, raw",Blighia sapida,eligible,No exclusion or review rule matched.,,Default project rule
05_046,"Apple, green, with skin, raw",Malus domestica,eligible,No exclusion or review rule matched.,,Default project rule
05_047,"Apple, red, with skin, raw",Malus domestica,eligible,No exclusion or review rule matched.,,Default project rule
05_026,"Apple, with skin, raw",Malus domestica,eligible,No exclusion or review rule matched.,,Default project rule
05_027,"Apple, without skin, raw",Malus domestica,eligible,No exclusion or review rule matched.,,Default project rule
05_002,"Avocado, fruit, raw",Persea americana,eligible,No exclusion or review rule matched.,,Default project rule
05_048,"Banana, sweet, flesh, unripe (green), raw",Musa spp.,eligible,No exclusion or review rule matched.,,Default project rule
05_003,"Banana, white flesh, ripe, raw",Musa spp.,eligible,No exclusion or review rule matched.,,Default project rule
05_028,"Banana, yellow flesh, ripe, raw",Musa spp.,eligible,No exclusion or review rule matched.,,Default project rule
05_004,"Baobab, fruit/monkey bread, raw",Adansonia digitata,eligible,No exclusion or review rule matched.,,Default project rule
05_005,"Breadfruit, fruit, raw",Artocarpus altilis,eligible,No exclusion or review rule matched.,,Default project rule
05_050,"Carambola (star fruit), raw",Averrhoa carambola,eligible,No exclusion or review rule matched.,,Default project rule
05_006,"Cashew apple, fruit, raw",Anacardium occidentale,eligible,No exclusion or review rule matched.,,Default project rule
05_029,"Clementine, raw",Citrus clementina,eligible,No exclusion or review rule matched.,,Default project rule
05_031,"Date, dried, raw",Phoenix dactylifera,eligible,No exclusion or review rule matched.,,Default project rule
05_030,"Date, soft, raw",Phoenix dactylifera,eligible,No exclusion or review rule matched.,,Default project rule
05_008,"Dattock, fruit, dried",Detarium senegalense,eligible,No exclusion or review rule matched.,,Default project rule
05_007,"Dattock, fruit, raw",Detarium senegalense,eligible,No exclusion or review rule matched.,,Default project rule
05_033,"Fig, dried",Ficus carica,eligible,No exclusion or review rule matched.,,Default project rule
05_032,"Fig, raw",Ficus carica,eligible,No exclusion or review rule matched.,,Default project rule
05_009,"Fig, sycomorus, raw",Ficus sycomorus,eligible,No exclusion or review rule matched.,,Default project rule
05_034,"Fruit cocktail, canned in syrup, undrained",,eligible,No exclusion or review rule matched.,,Default project rule
05_035,"Grapefruit, white, raw",Citrus × paradisi,eligible,No exclusion or review rule matched.,,Default project rule
05_051,"Grapes, raw",Vitis vinifera,eligible,No exclusion or review rule matched.,,Default project rule
05_010,"Guava, fruit, raw",Psidium guajava,eligible,No exclusion or review rule matched.,,Default project rule
05_011,"Gumvine, fruit, raw",Saba senegalensis,eligible,No exclusion or review rule matched.,,Default project rule
05_012,"Jujube, raw",Ziziphus spp.,eligible,No exclusion or review rule matched.,,Default project rule
05_013,"Landolphia, fruit, raw",Landolphia spp.,eligible,No exclusion or review rule matched.,,Default project rule
05_014,"Lemon, raw",Citrus limon,eligible,No exclusion or review rule matched.,,Default project rule
05_036,"Mango, deep orange flesh, raw",Mangifera indica,eligible,No exclusion or review rule matched.,,Default project rule
05_015,"Mango, orange flesh, ripe, raw",Mangifera indica,eligible,No exclusion or review rule matched.,,Default project rule
05_037,"Mango, pale flesh, raw",Mangifera indica,eligible,No exclusion or review rule matched.,,Default project rule
05_039,"Melon, cantaloupe, orange flesh, raw",Cucumis melo,eligible,No exclusion or review rule matched.,,Default project rule
05_038,"Melon, honeydew, pale green flesh, raw",Cucumis melo,eligible,No exclusion or review rule matched.,,Default project rule
05_052,"Mombin/hog-plum, fruit, raw",Spondias mombin,eligible,No exclusion or review rule matched.,,Default project rule
05_040,"Oil palm, fruit, raw",Elaeis guineensis,eligible,No exclusion or review rule matched.,,Default project rule
05_016,"Orange, raw",Citrus aurantium,eligible,No exclusion or review rule matched.,,Default project rule
05_017,"Papaya, fruit, ripe, raw",Carica papaya,eligible,No exclusion or review rule matched.,,Default project rule
05_018,"Pineapple, fruit, raw",Ananas comosus,eligible,No exclusion or review rule matched.,,Default project rule
05_041,"Pomegranate, fruit, raw",Punica granatum,eligible,No exclusion or review rule matched.,,Default project rule
05_044,"Shea, fruit, raw",Vitellaria paradoxa,eligible,No exclusion or review rule matched.,,Default project rule
05_019,"Soapberry, fruit, raw",Lepisanthes senegalensis,eligible,No exclusion or review rule matched.,,Default project rule
05_054,"Soursop, fruit, raw",Annona spp.,eligible,No exclusion or review rule matched.,,Default project rule
05_045,"Sweet apple, fruit, raw",Annona squamosa,eligible,No exclusion or review rule matched.,,Default project rule
05_056,Sweet baobab paste (Burkina Faso)*,,eligible,No exclusion or review rule matched.,,Default project rule
05_020,"Tamarind, immature fruit, raw",Tamarindus indica,eligible,No exclusion or review rule matched.,,Default project rule
05_021,"Tamarind, fruit, ripe, raw",Tamarindus indica,eligible,No exclusion or review rule matched.,,Default project rule
05_022,"Watermelon, fruit, raw",Citrullus lanatus,eligible,No exclusion or review rule matched.,,Default project rule
06_031,"African breadfruit, seed without hull, dried",Treculia Africana,eligible,No exclusion or review rule matched.,,Default project rule
06_039,"Benniseed, dried, raw",Sesamum radiatum,eligible,No exclusion or review rule matched.,,Default project rule
06_033,"Bitter cola, seeds, dried, raw",Garcinia kola,eligible,No exclusion or review rule matched.,,Default project rule
06_032,"Bitter cola, seeds, fresh, raw",Garcinia kola,eligible,No exclusion or review rule matched.,,Default project rule
06_001,"Cashew nut, raw",Anacardium occidentale,eligible,No exclusion or review rule matched.,,Default project rule
06_005,"Coconut, kernel, dried, raw",Cocos nucifera,eligible,No exclusion or review rule matched.,,Default project rule
06_004,"Coconut, immature kernel, fresh, raw",Cocos nucifera,eligible,No exclusion or review rule matched.,,Default project rule
06_002,"Coconut, mature kernel, fresh, raw",Cocos nucifera,eligible,No exclusion or review rule matched.,,Default project rule
06_006,"Coconut milk, fresh or canned",Cocos nucifera ,eligible,No exclusion or review rule matched.,,Default project rule
06_019,"Cola nut, dried, raw",Cola nitida,eligible,No exclusion or review rule matched.,,Default project rule
06_018,"Cola nut, fresh, raw",Cola nitida,eligible,No exclusion or review rule matched.,,Default project rule
06_008,"Dikanut, kernel, dried, raw",Irvingia gabonensis,eligible,No exclusion or review rule matched.,,Default project rule
06_009,"False sesame seeds, dried, raw",Ceratotheca sesamoides,eligible,No exclusion or review rule matched.,,Default project rule
06_028,"Groundnut flour, partially defatted",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
06_027,"Groundnut flour, with fat",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
06_026,"Groundnut paste, from groundnuts only",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
06_023,"Groundnut, Chinese, shelled, dried, raw (Ghana), n=1",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
06_025,"Groundnut, combined varieties, shelled, dried, raw (Ghana)",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
06_021,"Groundnut, F-mix variety, shelled, dried, raw (Ghana), n=1",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
06_022,"Groundnut, JL 24 variety, shelled, dried, raw (Ghana), n=1",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
06_024,"Groundnut, Manipintar variety, shelled, dried, raw (Ghana), n=1",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
06_012,"Groundnut, red, shelled, dried, raw (Benin)",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
06_011,"Groundnut, rose, shelled, dried, raw (Benin)",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
06_010,"Groundnut, shelled, dried, raw",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
06_020,"Groundnut, Sinkarzie variety, shelled, dried, raw (Ghana), n=1",Arachis hypogaea,eligible,No exclusion or review rule matched.,,Default project rule
06_030,"Hibiscus seed, red, dried, raw",Hibiscus sabdariffa ,eligible,No exclusion or review rule matched.,,Default project rule
06_035,"Melon seed (citrullus spp.), kernel only, dried, raw",Citrullus spp.,eligible,No exclusion or review rule matched.,,Default project rule
06_013,"Melon seed, kernel only, dried, raw",Cucumeropsis edulis/cucumeropsis mannii,eligible,No exclusion or review rule matched.,,Default project rule
06_036,"Melon seed, small, elongated, kernel only, dried, raw",Citrullus spp.,eligible,No exclusion or review rule matched.,,Default project rule
06_037,"Melon seed, small, flat, kernel only, dried, raw",Cucumeropsis edulis,eligible,No exclusion or review rule matched.,,Default project rule
06_029,"Oil palm, nut (kernel), shelled, raw",Elaeis guineensis,eligible,No exclusion or review rule matched.,,Default project rule
06_038,"Pumpkin seed, kernel only, dried, raw",Curcubita spp.,eligible,No exclusion or review rule matched.,,Default project rule
06_015,"Sesame seed, whole, dried, raw",Sesame spp.,eligible,No exclusion or review rule matched.,,Default project rule
06_016,"Shea nut, kernel, dried, raw",Vitellaria paradoxa,eligible,No exclusion or review rule matched.,,Default project rule
07_008,"Ant, flying, dried",Various species,eligible,No exclusion or review rule matched.,,Default project rule
07_026,"Bamboo caterpillar, deep fried, salted",Omphisa fuscidentalis,eligible,No exclusion or review rule matched.,,Default project rule
07_019,"Beef kidney, raw",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_090,"Beef kidney, boiled* (without salt), drained",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_091,"Beef kidney, grilled* (without salt or fat)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_020,"Beef kidney, stewed* (as part of a recipe)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_001,"Beef liver, raw",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_018,"Beef liver, boiled* (without salt), drained",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_088,"Beef liver, grilled* (without salt or fat)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_089,"Beef liver, stewed* (as part of a recipe)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_014,"Beef meat, fatty, ca. 30% fat, raw",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_015,"Beef meat, fatty, ca. 30% fat, boiled* (without salt), drained",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_016,"Beef meat, fatty, ca. 30% fat, grilled* (without salt or fat)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_087,"Beef meat, fatty, ca. 30% fat, stewed* (as part of a recipe)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_023,"Beef meat, ground, ca. 10% fat, raw",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_024,"Beef meat, ground, ca. 10% fat, grilled* (without salt or fat)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_134,"Beef meat, ground, ca. 10% fat, stewed* (as part of a recipe)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_009,"Beef meat, lean, ca. 5% fat, raw",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_010,"Beef meat, lean, ca. 5% fat, boiled* (without salt), drained",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_011,"Beef meat, lean, ca. 5% fat, grilled* (without salt or fat)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_085,"Beef meat, lean, ca. 5% fat, stewed* (as part of a recipe)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_017,"Beef meat, lean, cured, dried",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_002,"Beef meat, moderately fat, ca. 20% fat, raw",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_012,"Beef meat, moderately fat, ca. 20% fat, boiled* (without salt), drained",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_013,"Beef meat, moderately fat, ca. 20% fat, grilled* (without salt or fat)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_086,"Beef meat, moderately fat, ca. 20% fat, stewed* (as part of a recipe)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_021,"Beef tripe, raw",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_022,"Beef tripe, boiled* (without salt), drained",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_133,"Beef tripe, grilled* (without salt or fat)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_092,"Beef tripe, stewed* (as part of a recipe)",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_025,"Beef, corned beef, canned",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
07_064,"Camel meat, raw",Camelus dromedarius,eligible,No exclusion or review rule matched.,,Default project rule
07_093,"Camel meat, boiled* (without salt), drained",Camelus dromedarius,eligible,No exclusion or review rule matched.,,Default project rule
07_094,"Camel meat, grilled* (without salt or fat)",Camelus dromedarius,eligible,No exclusion or review rule matched.,,Default project rule
07_095,"Camel meat, stewed* (as part of a recipe)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_039,"Chicken giblets, raw",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_106,"Chicken giblets, boiled* (without salt), drained",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_107,"Chicken giblets, grilled* (without salt or fat)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_040,"Chicken giblets, stewed* (as part of a recipe)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_041,"Chicken liver, raw",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_108,"Chicken liver, boiled* (without salt), drained",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_109,"Chicken liver, grilled* (without salt or fat)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_042,"Chicken liver, stewed* (as part of a recipe)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_030,"Chicken, dark meat with skin, raw",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
